Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17,Perks 18
Typhon GL5,3568377122,"""6917529922152117937""",,Legendary,Grenade Launcher,legendaryengram,Power,Stasis,1800,,Handling,1,Vault,true,false,5,16,,50,60,0,0,13,60,25,67,120,45,6,43,0,0,0,0,0,0,0,0,0,12,false,0,0,omolon,,,Adaptive Frame*,Confined Launch*,Hard Launch,Spike Grenades*,Mini Frags,Impulse Amplifier*,Explosive Light*,Tier 1: Handling*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,,,,,,,,
Cold Comfort,839786290,"""6917529922204286765""",,Legendary,Rocket Launcher,dungeon,Power,Stasis,1800,,Handling,2,Vault,false,false,6,21,,73,39,0,0,20,25,74,23,25,92,1,25,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Aggressive Frame*,Linear Compensator*,Smart Drift Control,Alloy Casing*,Impact Casing,Ensemble*,Chill Clip*,Tier 2: Handling*,Restoration Ritual*,Kill Tracker*,Crucible Tracker,,,,,,,,
Old Sterling,3678653083,"""6917529922213760694""",,Legendary,Auto Rifle,legendaryengram,KineticSlot,Strand,1800,,Range,1,Vault,false,false,6,21,,93,65,21,44,16,0,0,42,600,55,48,73,0,0,0,0,0,0,0,0,0,17,false,0,0,field-forged,,,Adaptive Frame*,Arrowhead Brake*,Corkscrew Rifling,Appended Mag*,Tactical Mag,Slideways*,Focused Fury*,Tier 1: Range*,Field-Tested*,Kill Tracker*,Crucible Tracker,,,,,,,,
Something New,3240434620,"""6917529922678681422""",,Legendary,Hand Cannon,events,KineticSlot,Stasis,1810,,Reload Speed,1,Vault,true,false,6,21,Solstice,98,60,92,68,14,0,0,27,120,26,10,24,0,0,0,0,0,0,0,0,0,23,false,0,0,,,,Aggressive Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Appended Mag*,Light Mag,Rapid Hit*,Kill Clip*,Tier 1: Reload Speed*,Dream Work*,Kill Tracker*,Crucible Tracker,,,,,,,,
Crowning Duologue,3256453690,"""6917529922684703928""",,Legendary,Rocket Launcher,events,Power,Strand,1810,,Velocity,1,Titan(1813),true,false,6,21,Solstice,65,64,0,0,20,30,62,49,15,29,1,55,0,0,0,0,0,0,0,0,0,3,false,0,44,,,,Precision Frame*,Quick Launch*,Smart Drift Control,High-Velocity Rounds,Impact Casing*,Demolitionist*,Envious Assassin*,Targeting Adjuster*,Tier 1: Velocity*,Dream Work*,Kill Tracker*,Crucible Tracker,,,,,,,
Two-Tailed Fox,2694576561,"""6917529922904749367""",,Exotic,Rocket Launcher,,Power,Void,1810,,,10,Vault,true,false,2,4,,61,67,0,0,20,40,50,70,40,39,1,52,0,0,0,0,0,0,0,0,0,12,false,0,397,daito,Strand Solar hybrid build suspend and burn!,,Twintails*,Confined Launch*,High-Velocity Rounds*,Play with Your Prey*,Composite Stock*,Chasing Kitsune*,Kill Tracker*,Crucible Tracker,Third Tail*,,,,,,,,,,
Until Its Return,2883484461,"""6917529922914217881""",,Legendary,Shotgun,sonar,KineticSlot,Strand,1800,,Stability,1,Vault,false,false,6,21,,70,67,65,38,12,0,0,38,140,71,8,21,0,0,0,0,0,0,0,0,0,3,false,0,0,,,,Rapid-Fire Frame*,Rifled Barrel*,Barrel Shroud,Tactical Mag*,Light Mag,Overflow*,Vorpal Weapon*,Tier 1: Stability*,Kill Tracker*,Crucible Tracker,Empty Deepsight Socket*,Empty Memento Socket*,Empty Weapon Level Boost Socket*,Unsated Hunger*,,,,,
Apostate,2164448701,"""6917529922917896833""",,Legendary,Sniper Rifle,moon,Energy,Arc,1800,,Reload Speed,1,Vault,false,false,4,13,,49,73,55,41,40,0,0,46,140,62,7,70,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Rapid-Fire Frame*,Corkscrew Rifling*,Full Bore,Appended Mag*,Flared Magwell,No Distractions*,Kill Clip*,Tier 1: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Irukandji,2673925403,"""6917529923134802829""",,Legendary,Sniper Rifle,legendaryengram,KineticSlot,Stasis,1800,,Range,2,Vault,false,false,6,20,,85,70,55,35,40,0,0,40,140,66,7,73,0,0,0,0,0,0,0,0,0,3,false,0,0,veist,,,Rapid-Fire Frame*,Arrowhead Brake*,Extended Barrel,Tactical Mag*,Flared Magwell,Envious Assassin*,Firing Line*,Tier 2: Range*,Veist Stinger*,Kill Tracker*,Crucible Tracker,,,,,,,,
New Pacific Epitaph,1125217994,"""6917529923816975421""",,Legendary,Grenade Launcher,dungeon,KineticSlot,Stasis,1800,,Velocity,5,Vault,false,false,6,21,,100,76,0,0,13,100,88,36,72,81,1,81,0,0,0,0,0,0,0,0,0,4,false,0,0,,,,Wave Frame*,Countermass*,Quick Launch,High-Velocity Rounds*,Implosion Rounds,Demolitionist*,Collective Action*,Tier 5: Velocity*,Restoration Ritual*,Kill Tracker*,Crucible Tracker,,,,,,,,
Gridskipper,1621558458,"""6917529924047012913""",,Legendary,Pulse Rifle,servitor,Energy,Void,1600,,Range,1,Vault,true,false,4,14,,65,80,23,39,18,0,0,57,540,35,35,22,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Rapid-Fire Frame*,Chambered Compensator*,Polygonal Rifling,High-Caliber Rounds*,Light Mag,Tunnel Vision*,Multikill Clip*,Tier 1: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Targeted Redaction,3890055324,"""6917529924047019554""",,Legendary,Hand Cannon,,Energy,Void,1800,,,,Vault,true,false,6,21,,100,65,92,61,14,0,0,38,120,25,8,16,0,0,0,0,0,0,0,0,0,22,true,1,75,,,,Aggressive Frame*,Extended Barrel*,Steady Rounds*,Triple Tap*,Keep Away*,Targeting Adjuster*,*,Nightfall Memento Tracker,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Deepsight Socket*,Nightfall Memento*,Empty Weapon Level Boost Socket*,Unsated Hunger*,,,,
Compass Rose,233896077,"""6917529924692099575""",,Legendary,Shotgun,events,Energy,Solar,1800,,Handling,3,Vault,false,false,6,21,Solstice,75,73,70,57,12,0,0,66,65,48,5,48,0,0,0,0,0,0,0,0,0,9,false,0,0,,,,Precision Frame*,Barrel Shroud*,Full Choke,Steady Rounds*,Light Mag,Lead from Gold*,Incandescent*,Tier 3: Handling*,Dream Work*,Kill Tracker*,Crucible Tracker,,,,,,,,
Typhon GL5,3568377122,"""6917529924697650093""",,Legendary,Grenade Launcher,legendaryengram,Power,Stasis,1800,,Velocity,1,Vault,true,false,5,16,,50,60,0,0,13,70,31,57,120,45,4,42,0,0,0,0,0,0,0,0,0,12,false,0,0,omolon,,,Adaptive Frame*,Confined Launch*,Countermass,High-Explosive Ordnance*,High-Velocity Rounds,Unrelenting*,Chill Clip*,Tier 1: Velocity*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,,,,,,,,
Old Sterling,3678653083,"""6917529924702975131""",,Legendary,Auto Rifle,legendaryengram,KineticSlot,Strand,1810,,Handling,1,Vault,true,false,6,21,,63,65,21,43,16,0,0,62,600,55,42,69,0,0,0,0,0,0,0,0,0,24,false,0,0,field-forged,,,Adaptive Frame*,Corkscrew Rifling*,Smallbore,Steady Rounds*,Flared Magwell,Discord*,Demolitionist*,Tier 1: Handling*,Field-Tested*,Kill Tracker*,Crucible Tracker,,,,,,,,
Hand in Hand,664109750,"""6917529924702975745""",,Legendary,Shotgun,legendaryengram,Energy,Arc,1810,,Stability,1,Vault,false,false,6,20,,72,33,80,28,12,0,0,21,55,12,5,11,0,0,0,0,0,0,0,0,0,13,false,0,0,,,,Aggressive Frame*,Rifled Barrel*,Smoothbore,Extended Mag*,Light Mag,Fragile Focus*,One-Two Punch*,Tier 1: Stability*,Field-Tested*,Kill Tracker*,Crucible Tracker,,,,,,,,
Something New,3240434620,"""6917529924711800350""",,Legendary,Hand Cannon,events,KineticSlot,Stasis,1800,,Stability,2,Vault,true,false,6,21,Solstice,100,60,92,58,14,0,0,29,120,5,11,34,0,0,0,0,0,0,0,0,0,33,false,0,0,,,,Aggressive Frame*,Arrowhead Brake*,Smallbore,Extended Mag*,Armor-Piercing Rounds,Wellspring*,Headstone*,Tier 2: Stability*,Dream Work*,Kill Tracker*,Crucible Tracker,,,,,,,,
Greasy Luck,1757202961,"""6917529925146999821""",,Legendary,Glaive,dungeon,Energy,Solar,1810,,Handling,1,Vault,true,false,6,21,,0,65,55,62,0,0,0,0,80,38,6,57,0,0,0,0,0,0,0,0,18,20,false,0,0,,,,Rapid-Fire Glaive*,Supercooled Accelerator*,Tempered Truss Rod,Extended Mag*,Swap Mag,Lead from Gold*,Close to Melee*,Tier 1: Handling*,Restoration Ritual*,Kill Tracker*,Crucible Tracker,,,,,,,,
Cold Comfort,839786290,"""6917529925151322332""",,Legendary,Rocket Launcher,dungeon,Power,Stasis,1800,,Velocity,1,Vault,true,false,6,21,,100,44,0,0,20,20,70,28,25,92,1,33,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Aggressive Frame*,Countermass*,Smart Drift Control,Alloy Casing*,Impact Casing,Tracking Module*,Bait and Switch*,Targeting Adjuster*,Tier 1: Velocity*,Restoration Ritual*,Kill Tracker*,Crucible Tracker,,,,,,,
Taipan-4fr,1911060537,"""6917529925158363631""",,Legendary,Linear Fusion Rifle,legendaryengram,Power,Void,1800,,Range,3,Vault,false,false,5,18,,69,64,41,61,25,0,0,43,0,29,6,36,533,0,0,0,0,0,0,0,0,9,false,0,0,veist,,,Precision Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Enhanced Battery*,Liquid Coils,Genesis*,Repulsor Brace*,Tier 3: Range*,Veist Stinger*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Loaded Question (Adept),2914913838,"""6917529925384822242""",,Legendary,Fusion Rifle,nightfall,Energy,Arc,1810,,Range,10,Vault,true,false,6,21,,100,66,100,72,15,0,0,28,0,22,5,18,948,0,0,0,0,0,0,0,0,4,false,0,4,,,,High-Impact Frame*,Extended Barrel*,Polygonal Rifling,Accelerated Coils,Liquid Coils*,Under Pressure*,Firmly Planted,Harmony*,Counterbalance Stock*,Masterworked: Range*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker*,Crucible Tracker,,,,,
Something New,3240434620,"""6917529925581160147""",,Legendary,Hand Cannon,events,KineticSlot,Stasis,1800,,Stability,1,Vault,true,false,6,21,Solstice,98,60,92,58,14,0,0,33,120,25,8,39,0,0,0,0,0,0,0,0,0,23,false,0,0,,,,Aggressive Frame*,Fluted Barrel*,Polygonal Rifling,Alloy Magazine*,Armor-Piercing Rounds,Rapid Hit*,Kill Clip*,Tier 1: Stability*,Dream Work*,Kill Tracker*,Crucible Tracker,,,,,,,,
Stochastic Variable,2272470786,"""6917529925606332959""",,Legendary,Submachine Gun,legendaryengram,Energy,Arc,1800,,Stability,2,Vault,true,false,4,14,,95,52,15,48,14,0,0,37,900,27,36,50,0,0,0,0,0,0,0,0,0,12,false,0,1,omolon,,,Lightweight Frame*,Hammer-Forged Rifling*,Smallbore,Appended Mag,High-Caliber Rounds*,Light Mag,Ambitious Assassin*,Unrelenting*,Tier 2: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,,
Something New,3240434620,"""6917529925715720990""",,Legendary,Hand Cannon,events,KineticSlot,Stasis,1800,,Reload Speed,4,Vault,false,false,6,21,Solstice,100,60,92,58,14,0,0,37,120,29,10,19,0,0,0,0,0,0,0,0,0,23,false,0,0,,,,Aggressive Frame*,Chambered Compensator*,Hammer-Forged Rifling,Appended Mag*,Flared Magwell,Feeding Frenzy*,Kill Clip*,Tier 4: Reload Speed*,Dream Work*,Kill Tracker*,Crucible Tracker,,,,,,,,
Night Terror,3870811754,"""6917529925808583104""",,Legendary,Sword,moon,Power,Arc,1800,,Impact,1,Vault,false,false,4,14,,0,0,58,0,0,0,0,0,0,0,67,0,0,0,0,20,80,0,0,40,0,0,false,0,0,,,,Adaptive Frame*,Enduring Blade*,Jagged Edge,Tempered Edge,Burst Guard*,Enduring Guard,Relentless Strikes*,Thresh*,Tier 1: Impact*,Kill Tracker*,Crucible Tracker,,,,,,,,
Austringer,3055790362,"""6917529925808587221""",,Legendary,Hand Cannon,dcv,KineticSlot,Kinetic,1600,,,,Vault,true,false,5,17,,100,75,84,46,14,0,0,59,140,46,13,57,0,0,0,0,0,0,0,0,0,13,false,0,0,,,,Adaptive Frame*,Arrowhead Brake*,Extended Barrel,Alloy Magazine,Appended Mag*,Compulsive Reloader*,Frenzy*,To Excess*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Crucible Memento Tracker,Kill Tracker*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,
Seventh Seraph Carbine,4070357005,"""6917529926419500912""",,Legendary,Auto Rifle,dungeon,KineticSlot,Kinetic,1800,,Reload Speed,10,Vault,true,false,5,19,,100,39,29,61,16,0,0,46,450,51,34,49,0,0,0,0,0,0,0,0,0,17,false,0,57,,"Mactics' Fallen Sunstar Warlock, Nez Strand Graviton",,Precision Frame*,Arrowhead Brake*,Smallbore,Seraph Rounds*,Alloy Magazine,Reconstruction*,Target Lock*,Targeting Adjuster*,Masterworked: Reload Speed*,Rasputin's Arsenal*,Kill Tracker*,Crucible Tracker,,,,,,,
Memory Interdict,3165547384,"""6917529926439594268""",,Legendary,Grenade Launcher,legendaryengram,Power,Void,1800,,Handling,2,Vault,false,false,4,14,,71,58,0,0,13,65,23,38,120,22,7,39,0,0,0,0,0,0,0,0,0,6,false,0,0,omolon,,,Adaptive Frame*,Volatile Launch*,Confined Launch,Augmented Drum*,High-Explosive Ordnance,Surplus*,Danger Zone*,Tier 2: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Wilderflight,2306182339,"""6917529926446428252""",,Legendary,Grenade Launcher,dungeon,Energy,Void,1800,,Reload Speed,2,Vault,false,false,5,19,,25,67,0,0,13,75,88,30,100,34,1,38,0,0,0,0,0,0,0,0,0,4,false,0,0,tex-mechanica,Nez Strand Graviton,,Double Fire*,Volatile Launch*,Smart Drift Control,Proximity Grenades,Spike Grenades*,Feeding Frenzy*,Pugilist*,Tier 2: Reload Speed*,Tex Balanced Stock*,Kill Tracker*,Crucible Tracker,,,,,,,,
Gallu RR3,617501162,"""6917529926651904328""",,Legendary,Sniper Rifle,legendaryengram,Energy,Arc,1800,,Stability,4,Vault,false,false,5,17,,79,61,70,63,40,0,0,36,90,37,5,33,0,0,0,0,0,0,0,0,0,2,false,0,0,omolon,,,Adaptive Frame*,Full Bore*,Polygonal Rifling,Appended Mag*,Alloy Magazine,Heating Up*,Dragonfly*,Tier 4: Stability*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,,,,,,,,
Senuna SI6,5159537,"""6917529926658350640""",,Legendary,Sidearm,legendaryengram,KineticSlot,Stasis,1800,,Handling,1,Vault,false,false,6,20,,94,67,75,45,12,0,0,82,491,29,30,40,0,0,0,0,0,0,0,0,0,22,false,0,0,omolon,,,Omolon Adaptive Frame*,Extended Barrel*,Smallbore,High-Caliber Rounds*,Light Mag,Feeding Frenzy*,Pugilist*,Tier 1: Handling*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,,,,,,,,
The Deicide,217140611,"""6917529926817664273""",,Legendary,Shotgun,legendaryengram,Energy,Void,1800,,Handling,3,Vault,false,false,4,14,,62,64,65,37,12,0,0,42,140,63,7,41,0,0,0,0,0,0,0,0,0,9,false,0,0,,,,Rapid-Fire Frame*,Smoothbore*,Corkscrew Rifling,Steady Rounds*,Accurized Rounds,Slideshot*,Demolitionist*,Tier 3: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Battle Scar,2099894368,"""6917529926817668782""",,Legendary,Pulse Rifle,legendaryengram,KineticSlot,Kinetic,1800,,Reload Speed,4,Vault,false,false,6,20,,84,67,27,38,17,0,0,44,450,60,31,76,0,0,0,0,0,0,0,0,0,15,false,0,0,,,,Lightweight Frame*,Arrowhead Brake*,Chambered Compensator,Accurized Rounds*,Extended Mag,Perpetual Motion*,Headseeker*,Tier 4: Reload Speed*,Field-Tested*,Kill Tracker*,Crucible Tracker,,,,,,,,
Cold Comfort,839786290,"""6917529926864492395""",,Legendary,Rocket Launcher,dungeon,Power,Stasis,1810,,Reload Speed,2,Vault,false,false,6,21,,73,39,0,0,20,30,59,33,25,94,1,23,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Aggressive Frame*,Confined Launch*,Hard Launch,Alloy Casing*,Implosion Rounds,Envious Assassin*,Cluster Bomb*,Boss Spec*,Tier 2: Reload Speed*,Restoration Ritual*,Kill Tracker*,Crucible Tracker,,,,,,,
New Pacific Epitaph,1125217994,"""6917529926864492752""",,Legendary,Grenade Launcher,dungeon,KineticSlot,Stasis,1810,,Handling,4,Vault,false,false,6,21,,70,76,0,0,13,95,98,16,72,81,1,75,0,0,0,0,0,0,0,0,0,4,false,0,0,,,,Wave Frame*,Hard Launch*,Smart Drift Control,High-Velocity Rounds*,Implosion Rounds,Shot Swap*,Kill Clip*,Tier 4: Handling*,Restoration Ritual*,Kill Tracker*,Crucible Tracker,,,,,,,,
The Navigator,1441805468,"""6917529926878443542""",,Exotic,Trace Rifle,dungeon,KineticSlot,Strand,1810,,,,Vault,true,false,6,21,,100,100,6,86,16,0,0,75,1000,65,97,63,0,0,0,0,0,0,0,0,0,18,false,0,53,,,,Protective Weave*,Full Bore*,Light Battery*,Weft Cutter*,Composite Stock*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,
Taipan-4fr,1911060537,"""6917529927053517846""",,Legendary,Linear Fusion Rifle,legendaryengram,Power,Void,1810,,Handling,1,Titan(1813),false,false,5,18,,69,64,41,48,25,0,0,48,0,9,7,52,533,0,0,0,0,0,0,0,0,9,false,0,0,veist,,,Precision Frame*,Fluted Barrel*,Full Bore,Ionized Battery*,Particle Repeater,Compulsive Reloader*,Focused Fury*,Tier 1: Handling*,Veist Stinger*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
BrayTech Osprey (Adept),1064132738,"""6917529927091147136""",,Legendary,Rocket Launcher,nightfall,Power,Void,1810,,Handling,1,Titan(1813),true,false,6,21,,59,69,0,0,20,100,61,55,15,44,1,80,0,0,0,0,0,0,0,0,0,3,false,0,0,,,,High-Impact Frame*,Confined Launch,Quick Launch*,Alloy Casing,High-Velocity Rounds*,Auto-Loading Holster*,Keep Away,Lasting Impression*,Adept Big Ones Spec*,Tier 1: Handling*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker*,Crucible Tracker,,,,,
Ammit AR2,2119346509,"""6917529927552395957""",,Legendary,Auto Rifle,legendaryengram,Energy,Solar,1800,,Range,3,Vault,false,false,5,18,,71,44,29,64,17,0,0,50,450,38,36,61,0,0,0,0,0,0,0,0,0,20,false,0,0,omolon,,,Precision Frame*,Fluted Barrel*,Hammer-Forged Rifling,Appended Mag*,Light Mag,Turnabout*,Adrenaline Junkie*,Tier 3: Range*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Royal Executioner,1720503118,"""6917529927796768131""",,Legendary,Fusion Rifle,seasonpass,Energy,Solar,1810,,Reload Speed,1,Vault,false,false,6,20,,58,43,70,31,15,0,0,50,0,33,6,45,660,0,0,0,0,0,0,0,0,6,false,0,0,,,,Adaptive Frame*,Fluted Barrel*,Particle Repeater*,Lead from Gold*,Successful Warm-Up*,Tier 1: Reload Speed*,Noble Deeds*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,,,
Different Times,3016891299,"""6917529927869654534""",,Legendary,Pulse Rifle,,KineticSlot,Strand,1800,,Range,3,Vault,true,false,6,21,,82,75,23,36,17,0,0,39,540,28,34,28,0,0,0,0,0,0,0,0,0,18,false,0,0,,,,Rapid-Fire Frame*,Arrowhead Brake*,Corkscrew Rifling,High-Caliber Rounds*,Flared Magwell,Subsistence*,Focused Fury*,Tier 3: Range*,Kill Tracker*,Crucible Tracker,Empty Deepsight Socket*,Empty Memento Socket*,Empty Weapon Level Boost Socket*,Unsated Hunger*,,,,,
Spare Rations,3236112986,"""6917529927882889991""",,Legendary,Hand Cannon,seasonpass,KineticSlot,Kinetic,1800,,Handling,2,Titan(1813),true,false,6,21,,100,83,84,41,14,0,0,52,140,56,13,78,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Adaptive Frame*,Corkscrew Rifling*,Smallbore,Alloy Magazine*,Appended Mag,Offhand Strike*,Kinetic Tremors*,Tier 2: Handling*,Kill Tracker*,Crucible Tracker,Disaster Plan*,,,,,,,,
Thin Precipice,4066778670,"""6917529927890072593""",,Legendary,Sword,,Power,Strand,1800,,Impact,3,Vault,false,false,6,21,,0,0,59,0,0,0,0,0,0,0,63,0,0,0,0,20,0,0,90,40,0,0,false,0,0,,,,Vortex Frame*,Enduring Blade*,Honed Edge,Tempered Edge,Enduring Guard*,Heavy Guard,Tireless Blade*,Chain Reaction*,Tier 3: Impact*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Crucible Memento Tracker,Kill Tracker*,Empty Deepsight Socket*,Empty Memento Socket*,Empty Weapon Level Boost Socket*,Unsated Hunger*,
Rapacious Appetite,1081724548,"""6917529927890072767""",,Legendary,Submachine Gun,dungeon,KineticSlot,Stasis,1800,,Handling,3,Titan(1813),true,false,6,21,,100,27,22,48,14,0,0,16,720,22,27,51,0,0,0,0,0,0,0,0,0,18,false,0,0,,,,Aggressive Frame*,Chambered Compensator*,Extended Barrel,Armor-Piercing Rounds*,Light Mag,Envious Assassin*,Frenzy*,Tier 3: Handling*,Kill Tracker*,Crucible Tracker,Empty Deepsight Socket*,Empty Memento Socket*,Empty Weapon Level Boost Socket*,Unsated Hunger*,,,,,
Rapacious Appetite,1081724548,"""6917529927890076978""",,Legendary,Submachine Gun,dungeon,KineticSlot,Stasis,1800,,Handling,4,Titan(1813),true,false,6,21,,94,27,22,48,14,0,0,11,720,22,27,72,0,0,0,0,0,0,0,0,0,18,false,0,0,,,,Aggressive Frame*,Fluted Barrel*,Full Bore,High-Caliber Rounds*,Light Mag,Offhand Strike*,Target Lock*,Tier 4: Handling*,Kill Tracker*,Crucible Tracker,Empty Deepsight Socket*,Empty Memento Socket*,Empty Weapon Level Boost Socket*,Unsated Hunger*,,,,,
Spare Rations,3236112986,"""6917529927890078427""",,Legendary,Hand Cannon,seasonpass,KineticSlot,Kinetic,1800,,Handling,2,Titan(1813),true,false,6,21,,100,83,84,41,14,0,0,57,140,71,13,78,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Adaptive Frame*,Corkscrew Rifling*,Smallbore,Extended Mag,Flared Magwell*,Rapid Hit*,Swashbuckler*,Tier 2: Handling*,Kill Tracker*,Crucible Tracker,Disaster Plan*,,,,,,,,
Spare Rations,3236112986,"""6917529927890080324""",,Legendary,Hand Cannon,seasonpass,KineticSlot,Kinetic,1800,,Handling,5,Vault,true,false,6,21,,100,88,84,41,14,0,0,52,140,56,13,91,0,0,0,0,0,0,0,0,0,10,false,0,53,,,,Adaptive Frame*,Fluted Barrel*,Smallbore,Appended Mag,High-Caliber Rounds*,Rapid Hit*,Kinetic Tremors*,Targeting Adjuster*,Tier 5: Handling*,Table Scraps*,Kill Tracker*,Crucible Tracker,Disaster Plan*,,,,,,
Imperial Decree,318443586,"""6917529927932924588""",,Legendary,Shotgun,legendaryengram,KineticSlot,Kinetic,1800,,Reload Speed,3,Vault,true,false,6,20,,80,35,80,29,12,0,0,54,60,37,4,41,0,0,0,0,0,0,0,0,0,5,false,0,0,,,,Aggressive Frame*,Barrel Shroud*,Full Choke,Assault Mag*,Steady Rounds,Auto-Loading Holster*,Shot Swap*,Tier 3: Reload Speed*,To Excess*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Goldtusk,3371413057,"""6917529927939618656""",,Legendary,Sword,legendaryengram,Power,Arc,1800,,Impact,1,Vault,true,false,6,20,,0,0,58,0,0,0,0,0,0,0,80,0,0,0,0,30,10,0,40,80,0,0,false,0,0,veist,,,Lightweight Frame*,Enduring Blade*,Jagged Edge,Swordmaster's Guard*,Unrelenting*,Chain Reaction*,Tier 1: Impact*,To Excess*,Veist Stinger,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Extract Pattern*,Empty Weapon Level Boost Socket*,,,,,
Lodbrok-C,2328531378,"""6917529927939618813""",,Legendary,Auto Rifle,legendaryengram,KineticSlot,Kinetic,1800,,Range,1,Vault,false,false,5,19,,100,55,33,99,19,0,0,35,360,31,31,31,0,0,0,0,0,0,0,0,0,19,false,0,0,hakke,,,High-Impact Frame*,Corkscrew Rifling,Full Bore*,Alloy Magazine,Ricochet Rounds*,Demolitionist*,Adrenaline Junkie*,Counterbalance Stock*,Tier 1: Range*,Hakke Breach Armaments*,Kill Tracker*,Crucible Tracker,,,,,,,
Thin Precipice,4066778670,"""6917529927946913167""",,Legendary,Sword,,Power,Strand,1810,,Impact,1,Vault,false,false,6,21,,0,0,62,0,0,0,0,0,0,0,56,0,0,0,0,20,0,0,90,40,0,0,false,0,0,,,,Vortex Frame*,Honed Edge*,Enduring Guard*,Valiant Charge*,Hatchling*,Tier 1: Impact*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Crucible Memento Tracker,Kill Tracker*,Empty Deepsight Socket*,Empty Memento Socket*,Empty Weapon Level Boost Socket*,Unsated Hunger*,,,,
Cold Comfort,839786290,"""6917529928174618464""",,Legendary,Rocket Launcher,dungeon,Power,Stasis,1810,,Blast Radius,2,Vault,false,false,6,21,,73,39,0,0,20,17,84,8,25,92,1,23,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Aggressive Frame*,Hard Launch*,Quick Launch,Alloy Casing*,High-Velocity Rounds,Envious Assassin*,Chill Clip*,Tier 2: Blast Radius*,Restoration Ritual*,Kill Tracker*,Crucible Tracker,,,,,,,,
No Survivors,3262192268,"""6917529928194802303""",,Legendary,Submachine Gun,dungeon,Energy,Solar,1800,,Reload Speed,2,Vault,false,false,6,21,,100,38,22,44,14,0,0,27,720,8,30,52,0,0,0,0,0,0,0,0,0,39,false,0,0,,,,Aggressive Frame*,Chambered Compensator*,Corkscrew Rifling,Extended Mag*,Ricochet Rounds,Offhand Strike*,Collective Action*,Tier 2: Reload Speed*,Restoration Ritual*,Kill Tracker*,Crucible Tracker,,,,,,,,
